MOUEN	2006-02-08 00:00:00	1
LE MANS	2006-02-08 00:00:00	1
CONDE SUR HUISNE	2006-02-08 00:00:00	1
CHARTRES	2006-02-08 00:00:00	1
YEVRES	2006-02-08 00:00:00	1
CARVILLE	2006-02-08 00:00:00	1
CAEN	2006-02-08 00:00:00	1
COULAINES	2006-02-08 00:00:00	1
LA FLECHE	2006-02-08 00:00:00	1
DIEPPE	2006-02-08 00:00:00	2
DIEPPE	2006-02-08 00:00:00	1
LA FLECHE	2006-02-08 00:00:00	2
LA FLECHE	2006-02-08 00:00:00	1
CAUMONT L'EVENTE	2006-02-08 00:00:00	1
BILLE	2006-02-08 00:00:00	1
SAINT GEORGES LE GAULTIER	2006-02-08 00:00:00	1
BRUZ	2006-02-08 00:00:00	1
TREFFENDEL	2006-02-08 00:00:00	1
TREFFENDEL	2006-02-08 00:00:00	1
TREFFENDEL	2006-02-08 00:00:00	1
CHEF DU PONT	2006-02-08 00:00:00	1
ST SEGAL	2006-02-08 00:00:00	1
ST SEGAL	2006-02-08 00:00:00	1
LE HORPS	2006-02-08 00:00:00	1
BAGNOLES DE L'ORNE	2006-02-08 00:00:00	1
MADRE	2006-02-08 00:00:00	1
LIGNIERES ORGERES	2006-02-08 00:00:00	1
LE MANS	2006-02-08 00:00:00	1
CONDE SUR NOIREAU	2006-02-08 00:00:00	2
ASSE LE BOISNE	2006-02-08 00:00:00	1
SAINTE FOY DE MONTGOMMERY	2006-02-08 00:00:00	2
AMBRIERES LES VALLEES	2006-02-08 00:00:00	3
AMBRIERES LES VALLEES	2006-02-08 00:00:00	2
LONLAY L'ABBAYE	2006-02-08 00:00:00	1
ELLON	2006-02-09 00:00:00	1
MONTGAROULT	2006-02-09 00:00:00	1
MOULAY	2006-02-09 00:00:00	1
VALFRAMBERT	2006-02-09 00:00:00	1
SAINTE GEMME MORONVAL	2006-02-09 00:00:00	1
SAINTE GEMME MORONVAL	2006-02-09 00:00:00	1
PORT LEUCATE	2006-02-09 00:00:00	2
PORT LEUCATE	2006-02-09 00:00:00	2
CLOYES SUR LE LOIR	2006-02-09 00:00:00	3
HAUTEVILLE SUR MER	2006-02-09 00:00:00	3
COULOMBIERS	2006-02-09 00:00:00	1
EVREUX	2006-02-09 00:00:00	1
MAISONS ALFORT	2006-02-09 00:00:00	1
MAISONS ALFORT	2006-02-09 00:00:00	1
FOUGERES	2006-02-09 00:00:00	1
TREGUNC	2006-02-09 00:00:00	1
LA BOURDINIERE SAINT LOUP	2006-02-09 00:00:00	1
CHITENAY	2006-02-09 00:00:00	1
VIRE NORMANDIE	2006-02-09 00:00:00	1
CHATEAUBRIANT	2006-02-09 00:00:00	1
LA FERTE BERNARD	2006-02-09 00:00:00	1
LONGUEVILLE	2006-02-09 00:00:00	1
GONNEVILLE EN AUGE	2006-02-09 00:00:00	1
LAMNAY	2006-02-09 00:00:00	1
LA FLECHE	2006-02-09 00:00:00	1
ARBRISSEL	2006-02-09 00:00:00	1
CHEMIRE EN CHARNIE	2006-02-09 00:00:00	1
BERJOU	2006-02-09 00:00:00	3
FONTENAI LES LOUVETS	2006-02-09 00:00:00	2
BELLEME	2006-02-09 00:00:00	1
BREHAL	2006-02-09 00:00:00	1
BREHAL	2006-02-09 00:00:00	1
GOUVETS	2006-02-09 00:00:00	2
SAVIGNE L'EVEQUE	2006-01-05 00:00:00	6
LE MANS	2006-02-07 00:00:00	1
FOUGERES	2006-02-06 00:00:00	1
SAINT PIERRE EGLISE	2006-02-10 00:00:00	2
CAEN	2006-02-10 00:00:00	1
LOUVIGNY	2006-02-10 00:00:00	1
LE HAVRE	2006-02-10 00:00:00	1
LISIEUX	2006-02-10 00:00:00	1
CARHAIX PLOUGUER	2006-02-10 00:00:00	1
CARHAIX PLOUGUER	2006-02-10 00:00:00	1
SAINT DENIS DE GASTINES	2006-02-10 00:00:00	1
SAINT DENIS DE GASTINES	2006-02-10 00:00:00	1
VALOGNES	2006-02-10 00:00:00	2
LE MANS	2006-02-10 00:00:00	1
LANESTER	2006-02-10 00:00:00	1
ST BARTHELEMY D'ANJOU	2006-02-10 00:00:00	1
BOURGES	2006-02-10 00:00:00	1
OCTEVILLE	2006-02-10 00:00:00	1
ST DENOUAL	2006-02-10 00:00:00	1
CHAMPEON	2006-02-13 00:00:00	2
SIOUVILLE HAGUE	2006-02-13 00:00:00	2
SAINT PIERRE LA COUR	2006-02-13 00:00:00	4
PRE EN PAIL ST SAMSON	2006-02-13 00:00:00	2
NEUILLY LE BISSON	2006-02-13 00:00:00	5
NEUILLY LE BISSON	2006-02-13 00:00:00	2
NEUILLY LE BISSON	2006-02-13 00:00:00	1
COUTANCES	2006-02-13 00:00:00	1
COUTANCES	2006-02-13 00:00:00	1
COUTANCES	2006-02-13 00:00:00	1
COUTANCES	2006-02-13 00:00:00	1
NOGENT SUR MARNE	2006-02-13 00:00:00	1
SOURDEVAL	2006-02-13 00:00:00	1
SOURDEVAL	2006-02-13 00:00:00	1
ST MARTIN DE LA LIEUE	2006-02-13 00:00:00	2
RUILLE LE GRAVELAIS	2006-02-13 00:00:00	2
